FIGHT_ID,EVENT_ID,FIGHT_NAME,FIGHT_WEIGHTCLASS,FIGHT_METHOD,ROUND,TIME,FIGHT_TIME_FORMAT,FIGHT_REFEREE,FIGHT_DETAILS,MINUTE,SECOND,FIGHT_STUB,EVENT_NAME,EVENT_DATE,EVENT_LOCATION,EVENT_STUB,DATE_YMD,URL,FIGHT_WINNER
10647,1227,Glover Teixeira v Nikita Krylov,Light Heavyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,glover-teixeira-v-nikita-krylov,UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",ufc-fight-night-cowboy-vs-gaethje,14/09/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cowboy-vs-gaethje-1227/glover-teixeira-v-nikita-krylov-10647/,Glover Teixeira
10651,1227,Misha Cirkunov v Jimmy Crute,Light Heavyweight,Submission,1,03:38,3 Rnd (5-5-5),Yves Lavigne,Peruvian Necktie On Ground,3,38,misha-cirkunov-v-jimmy-crute,UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",ufc-fight-night-cowboy-vs-gaethje,14/09/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cowboy-vs-gaethje-1227/misha-cirkunov-v-jimmy-crute-10651/,Misha Cirkunov
10655,1227,Chas Skelly v Jordan Griffin,Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,chas-skelly-v-jordan-griffin,UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",ufc-fight-night-cowboy-vs-gaethje,14/09/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cowboy-vs-gaethje-1227/chas-skelly-v-jordan-griffin-10655/,Chas Skelly
10720,1233,Cristiane Justino v Felicia Spencer,Women&#039;s Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,cristiane-justino-v-felicia-spencer,UFC 240: Holloway vs. Edgar,"July 27, 2019","Edmonton, Alberta, Canada",ufc-240-holloway-vs-edgar,27/07/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-240-holloway-vs-edgar-1233/cristiane-justino-v-felicia-spencer-10720/,Cristiane Justino
10724,1233,Alexis Davis v Viviane Araujo,Women&#039;s Flyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,alexis-davis-v-viviane-araujo,UFC 240: Holloway vs. Edgar,"July 27, 2019","Edmonton, Alberta, Canada",ufc-240-holloway-vs-edgar,27/07/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-240-holloway-vs-edgar-1233/alexis-davis-v-viviane-araujo-10724/,Viviane Araujo
10842,1243,Cub Swanson v Shane Burgos,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,cub-swanson-v-shane-burgos,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/cub-swanson-v-shane-burgos-10842/,Shane Burgos
10846,1243,Macy Chiasson v Sarah Moras,Women&#039;s Bantamweight,KO/TKO,2,02:22,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,2,22,macy-chiasson-v-sarah-moras,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/macy-chiasson-v-sarah-moras-10846/,Macy Chiasson
10850,1243,Arjan Bhullar v Juan Adams,Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,arjan-bhullar-v-juan-adams,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/arjan-bhullar-v-juan-adams-10850/,Arjan Bhullar
11041,1259,Hakeem Dawodu v Kyle Bochniak,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,hakeem-dawodu-v-kyle-bochniak,UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada",ufc-231-holloway-vs-ortega,08/12/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-231-holloway-vs-ortega-1259/hakeem-dawodu-v-kyle-bochniak-11041/,Hakeem Dawodu
11044,1259,Olivier Aubin-Mercier v Gilbert Burns,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,olivier-aubin-mercier-v-gilbert-burns,UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada",ufc-231-holloway-vs-ortega,08/12/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-231-holloway-vs-ortega-1259/olivier-aubin-mercier-v-gilbert-burns-11044/,Gilbert Burns
11063,1261,Rafael Dos Anjos v Kamaru Usman,Welterweight,Decision - Unanimous,5,05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Decision,5,0,rafael-dos-anjos-v-kamaru-usman,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",the-ultimate-fighter-heavy-hitters-finale,30/11/2018,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-heavy-hitters-finale-1261/rafael-dos-anjos-v-kamaru-usman-11063/,Kamaru Usman
11065,1261,Pannie Kianzad v Macy Chiasson,Ultimate Fighter 28 Women&#039;s Featherweight Tournament Title,Submission,2,02:11,3 Rnd + OT (5-5-5-5),Yves Lavigne,Rear Naked Choke,2,11,pannie-kianzad-v-macy-chiasson,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",the-ultimate-fighter-heavy-hitters-finale,30/11/2018,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-heavy-hitters-finale-1261/pannie-kianzad-v-macy-chiasson-11065/,Macy Chiasson
11068,1261,Ji Yeon Kim v Antonina Shevchenko,Women&#039;s Flyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,ji-yeon-kim-v-antonina-shevchenko,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",the-ultimate-fighter-heavy-hitters-finale,30/11/2018,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-heavy-hitters-finale-1261/ji-yeon-kim-v-antonina-shevchenko-11068/,Antonina Shevchenko
11070,1261,Joseph Benavidez v Alex Perez,Flyweight,KO/TKO,1,04:19,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,4,19,joseph-benavidez-v-alex-perez,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",the-ultimate-fighter-heavy-hitters-finale,30/11/2018,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-heavy-hitters-finale-1261/joseph-benavidez-v-alex-perez-11070/,Joseph Benavidez
11073,1261,Roosevelt Roberts v Darrell Horcher,Lightweight,Submission,1,04:50,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke Standing,4,50,roosevelt-roberts-v-darrell-horcher,The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",the-ultimate-fighter-heavy-hitters-finale,30/11/2018,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-heavy-hitters-finale-1261/roosevelt-roberts-v-darrell-horcher-11073/,Roosevelt Roberts
11115,1265,Karl Roberson v Jack Marshman,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,karl-roberson-v-jack-marshman,UFC 230: Cormier vs. Lewis,"November 03, 2018","New York City, New York, USA",ufc-230-cormier-vs-lewis,03/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-230-cormier-vs-lewis-1265/karl-roberson-v-jack-marshman-11115/,Karl Roberson
11119,1265,Julio Arce v Sheymon Moraes,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,julio-arce-v-sheymon-moraes,UFC 230: Cormier vs. Lewis,"November 03, 2018","New York City, New York, USA",ufc-230-cormier-vs-lewis,03/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-230-cormier-vs-lewis-1265/julio-arce-v-sheymon-moraes-11119/,Sheymon Moraes
11122,1265,Shane Burgos v Kurt Holobaugh,Featherweight,Submission,1,02:11,3 Rnd (5-5-5),Yves Lavigne,Armbar From Bottom Guard,2,11,shane-burgos-v-kurt-holobaugh,UFC 230: Cormier vs. Lewis,"November 03, 2018","New York City, New York, USA",ufc-230-cormier-vs-lewis,03/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-230-cormier-vs-lewis-1265/shane-burgos-v-kurt-holobaugh-11122/,Shane Burgos
11124,1266,Volkan Oezdemir v Anthony Smith,Light Heavyweight,Submission,3,04:26,5 Rnd (5-5-5-5-5),Yves Lavigne,Rear Naked Choke,4,26,volkan-oezdemir-v-anthony-smith,UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada",ufc-fight-night-oezdemir-vs-smith,27/10/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-oezdemir-vs-smith-1266/volkan-oezdemir-v-anthony-smith-11124/,Anthony Smith
11126,1266,Misha Cirkunov v Patrick Cummins,Light Heavyweight,Submission,1,02:40,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle From Side Control,2,40,misha-cirkunov-v-patrick-cummins,UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada",ufc-fight-night-oezdemir-vs-smith,27/10/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-oezdemir-vs-smith-1266/misha-cirkunov-v-patrick-cummins-11126/,Misha Cirkunov
11128,1266,Gian Villante v Ed Herman,Light Heavyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,gian-villante-v-ed-herman,UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada",ufc-fight-night-oezdemir-vs-smith,27/10/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-oezdemir-vs-smith-1266/gian-villante-v-ed-herman-11128/,Gian Villante
11132,1266,Calvin Kattar v Chris Fishgold,Featherweight,KO/TKO,1,04:11,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,4,11,calvin-kattar-v-chris-fishgold,UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada",ufc-fight-night-oezdemir-vs-smith,27/10/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-oezdemir-vs-smith-1266/calvin-kattar-v-chris-fishgold-11132/,Calvin Kattar
11214,1273,Jose Aldo v Jeremy Stephens,Featherweight,KO/TKO,1,04:19,3 Rnd (5-5-5),Yves Lavigne,Punches to Body At Distance,4,19,jose-aldo-v-jeremy-stephens,UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada",ufc-fight-night-alvarez-vs-poirier-2,28/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-alvarez-vs-poirier-2-1273/jose-aldo-v-jeremy-stephens-11214/,Jose Aldo
11218,1273,Hakeem Dawodu v Austin Arnett,Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,hakeem-dawodu-v-austin-arnett,UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada",ufc-fight-night-alvarez-vs-poirier-2,28/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-alvarez-vs-poirier-2-1273/hakeem-dawodu-v-austin-arnett-11218/,Hakeem Dawodu
11221,1273,John Makdessi v Ross Pearson,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,john-makdessi-v-ross-pearson,UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada",ufc-fight-night-alvarez-vs-poirier-2,28/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-alvarez-vs-poirier-2-1273/john-makdessi-v-ross-pearson-11221/,John Makdessi
11224,1273,Randa Markos v Nina Nunes,Women&#039;s Strawweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,randa-markos-v-nina-nunes,UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada",ufc-fight-night-alvarez-vs-poirier-2,28/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-alvarez-vs-poirier-2-1273/randa-markos-v-nina-nunes-11224/,Nina Nunes
11499,1297,Santiago Ponzinibbio v Mike Perry,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,santiago-ponzinibbio-v-mike-perry,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",ufc-fight-night-lawler-vs-dos-anjos,16/12/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-lawler-vs-dos-anjos-1297/santiago-ponzinibbio-v-mike-perry-11499/,Santiago Ponzinibbio
11503,1297,Chad Laprise v Galore Bofando,Welterweight,KO/TKO,1,04:10,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,4,10,chad-laprise-v-galore-bofando,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",ufc-fight-night-lawler-vs-dos-anjos,16/12/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-lawler-vs-dos-anjos-1297/chad-laprise-v-galore-bofando-11503/,Chad Laprise
11507,1297,Jordan Mein v Erick Silva,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,jordan-mein-v-erick-silva,UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",ufc-fight-night-lawler-vs-dos-anjos,16/12/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-lawler-vs-dos-anjos-1297/jordan-mein-v-erick-silva-11507/,Jordan Mein
11649,1310,Neil Magny v Rafael Dos Anjos,Welterweight,Submission,1,03:43,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle On Ground,3,43,neil-magny-v-rafael-dos-anjos,UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",ufc-215-nunes-vs-shevchenko-2,09/09/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-215-nunes-vs-shevchenko-2-1310/neil-magny-v-rafael-dos-anjos-11649/,Rafael Dos Anjos
11653,1310,Sara McMann v Ketlen Vieira,Women&#039;s Bantamweight,Submission,2,04:16,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle From Half Guard,4,16,sara-mcmann-v-ketlen-vieira,UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",ufc-215-nunes-vs-shevchenko-2,09/09/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-215-nunes-vs-shevchenko-2-1310/sara-mcmann-v-ketlen-vieira-11653/,Ketlen Vieira
11654,1310,Sarah Moras v Ashlee Evans-Smith,Women&#039;s Bantamweight,Submission,1,02:51,3 Rnd (5-5-5),Yves Lavigne,Armbar On Ground,2,51,sarah-moras-v-ashlee-evans-smith,UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",ufc-215-nunes-vs-shevchenko-2,09/09/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-215-nunes-vs-shevchenko-2-1310/sarah-moras-v-ashlee-evans-smith-11654/,Sarah Moras
11899,1331,Anderson Silva v Derek Brunson,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,anderson-silva-v-derek-brunson,UFC 208: Holm vs. De Randamie,"February 11, 2017","Brooklyn, New York, USA",ufc-208-holm-vs-de-randamie,11/02/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-208-holm-vs-de-randamie-1331/anderson-silva-v-derek-brunson-11899/,Anderson Silva
11903,1331,Randy Brown v Belal Muhammad,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,randy-brown-v-belal-muhammad,UFC 208: Holm vs. De Randamie,"February 11, 2017","Brooklyn, New York, USA",ufc-208-holm-vs-de-randamie,11/02/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-208-holm-vs-de-randamie-1331/randy-brown-v-belal-muhammad-11903/,Belal Muhammad
11906,1331,Ricky Glenn v Phillipe Nover,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,ricky-glenn-v-phillipe-nover,UFC 208: Holm vs. De Randamie,"February 11, 2017","Brooklyn, New York, USA",ufc-208-holm-vs-de-randamie,11/02/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-208-holm-vs-de-randamie-1331/ricky-glenn-v-phillipe-nover-11906/,Ricky Glenn
11967,1337,Max Holloway v Anthony Pettis,UFC Interim Featherweight Title,KO/TKO,3,04:50,5 Rnd (5-5-5-5-5),Yves Lavigne,Punches to Head At Distance,4,50,max-holloway-v-anthony-pettis,UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",ufc-206-holloway-vs-pettis,10/12/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-206-holloway-vs-pettis-1337/max-holloway-v-anthony-pettis-11967/,Max Holloway
11977,1337,Jason Saggo v Rustam Khabilov,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,jason-saggo-v-rustam-khabilov,UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",ufc-206-holloway-vs-pettis,10/12/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-206-holloway-vs-pettis-1337/jason-saggo-v-rustam-khabilov-11977/,Rustam Khabilov
11992,1339,Joseph Benavidez v Henry Cejudo,Flyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision - Split,5,0,joseph-benavidez-v-henry-cejudo,The Ultimate Fighter: Tournament of Champions Finale,"December 03, 2016","Las Vegas, Nevada, USA",the-ultimate-fighter-tournament-of-champions-finale,03/12/2016,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-tournament-of-champions-finale-1339/joseph-benavidez-v-henry-cejudo-11992/,Joseph Benavidez
11994,1339,Ion Cutelaba v Jared Cannonier,Light Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,ion-cutelaba-v-jared-cannonier,The Ultimate Fighter: Tournament of Champions Finale,"December 03, 2016","Las Vegas, Nevada, USA",the-ultimate-fighter-tournament-of-champions-finale,03/12/2016,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-tournament-of-champions-finale-1339/ion-cutelaba-v-jared-cannonier-11994/,Jared Cannonier
11998,1339,Rob Font v Matt Schnell,Bantamweight,KO/TKO,1,03:47,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch,3,47,rob-font-v-matt-schnell,The Ultimate Fighter: Tournament of Champions Finale,"December 03, 2016","Las Vegas, Nevada, USA",the-ultimate-fighter-tournament-of-champions-finale,03/12/2016,https://vegas-odds.com/ufc-fight-statistics/the-ultimate-fighter-tournament-of-champions-finale-1339/rob-font-v-matt-schnell-11998/,Rob Font
12065,1345,Michael Bisping v Dan Henderson,UFC Middleweight Title,Decision - Unanimous,5,05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Decision,5,0,michael-bisping-v-dan-henderson,UFC 204: Bisping vs. Henderson,"October 08, 2016","Manchester, England, United Kingdom",ufc-204-bisping-vs-henderson,08/10/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-204-bisping-vs-henderson-1345/michael-bisping-v-dan-henderson-12065/,Michael Bisping
12069,1345,Mirsad Bektic v Russell Doane,Featherweight,Submission,1,04:22,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,4,22,mirsad-bektic-v-russell-doane,UFC 204: Bisping vs. Henderson,"October 08, 2016","Manchester, England, United Kingdom",ufc-204-bisping-vs-henderson,08/10/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-204-bisping-vs-henderson-1345/mirsad-bektic-v-russell-doane-12069/,Mirsad Bektic
12072,1345,Leon Edwards v Albert Tumenov,Welterweight,Submission,3,03:01,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,3,1,leon-edwards-v-albert-tumenov,UFC 204: Bisping vs. Henderson,"October 08, 2016","Manchester, England, United Kingdom",ufc-204-bisping-vs-henderson,08/10/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-204-bisping-vs-henderson-1345/leon-edwards-v-albert-tumenov-12072/,Leon Edwards
12135,1351,Anthony Pettis v Charles Oliveira,Featherweight,Submission,3,01:49,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke After Drop to Guard,1,49,anthony-pettis-v-charles-oliveira,UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",ufc-on-fox-maia-vs-condit,27/08/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-maia-vs-condit-1351/anthony-pettis-v-charles-oliveira-12135/,Anthony Pettis
12138,1351,Sam Alvey v Kevin Casey,Middleweight,KO/TKO,2,04:56,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,4,56,sam-alvey-v-kevin-casey,UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",ufc-on-fox-maia-vs-condit,27/08/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-maia-vs-condit-1351/sam-alvey-v-kevin-casey-12138/,Sam Alvey
12143,1351,Jeremy Kennedy v Alex Ricci,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,jeremy-kennedy-v-alex-ricci,UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",ufc-on-fox-maia-vs-condit,27/08/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-maia-vs-condit-1351/jeremy-kennedy-v-alex-ricci-12143/,Jeremy Kennedy
12239,1360,Donald Cerrone v Patrick Cote,Welterweight,KO/TKO,3,02:35,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance,2,35,donald-cerrone-v-patrick-cote,UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada",ufc-fight-night-macdonald-vs-thompson,18/06/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-macdonald-vs-thompson-1360/donald-cerrone-v-patrick-cote-12239/,Donald Cerrone
12241,1360,Olivier Aubin-Mercier v Thibault Gouti,Lightweight,Submission,3,02:28,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,2,28,olivier-aubin-mercier-v-thibault-gouti,UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada",ufc-fight-night-macdonald-vs-thompson,18/06/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-macdonald-vs-thompson-1360/olivier-aubin-mercier-v-thibault-gouti-12241/,Olivier Aubin-Mercier
12245,1360,Tamdan McCrory v Krzysztof Jotko,Middleweight,KO/TKO,1,00:59,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,0,59,tamdan-mccrory-v-krzysztof-jotko,UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada",ufc-fight-night-macdonald-vs-thompson,18/06/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-macdonald-vs-thompson-1360/tamdan-mccrory-v-krzysztof-jotko-12245/,Krzysztof Jotko
12249,1360,Colby Covington v Jonathan Meunier,Welterweight,Submission,3,00:54,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0,54,colby-covington-v-jonathan-meunier,UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada",ufc-fight-night-macdonald-vs-thompson,18/06/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-macdonald-vs-thompson-1360/colby-covington-v-jonathan-meunier-12249/,Colby Covington
12351,1369,Gian Villante v Ilir Latifi,Light Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,gian-villante-v-ilir-latifi,UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",ufc-196-mcgregor-vs-diaz,05/03/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-196-mcgregor-vs-diaz-1369/gian-villante-v-ilir-latifi-12351/,Ilir Latifi
12357,1369,Darren Elkins v Chas Skelly,Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,darren-elkins-v-chas-skelly,UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",ufc-196-mcgregor-vs-diaz,05/03/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-196-mcgregor-vs-diaz-1369/darren-elkins-v-chas-skelly-12357/,Darren Elkins
12359,1369,Jason Saggo v Justin Salas,Lightweight,KO/TKO,1,04:31,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Back Control,4,31,jason-saggo-v-justin-salas,UFC 196: McGregor vs Diaz,"March 05, 2016","Las Vegas, Nevada, USA",ufc-196-mcgregor-vs-diaz,05/03/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-196-mcgregor-vs-diaz-1369/jason-saggo-v-justin-salas-12359/,Jason Saggo
12389,1372,Ovince Saint Preux v Rafael Cavalcante,Light Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Yves Lavigne,Decision,5,0,ovince-saint-preux-v-rafael-cavalcante,UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",ufc-fight-night-hendricks-vs-thompson,06/02/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-hendricks-vs-thompson-1372/ovince-saint-preux-v-rafael-cavalcante-12389/,Ovince Saint Preux
12392,1372,Mike Pyle v Sean Spencer,Welterweight,KO/TKO,3,04:25,3 Rnd (5-5-5),Yves Lavigne,Elbow to Head In Clinch,4,25,mike-pyle-v-sean-spencer,UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",ufc-fight-night-hendricks-vs-thompson,06/02/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-hendricks-vs-thompson-1372/mike-pyle-v-sean-spencer-12392/,Mike Pyle
12397,1372,Mickey Gall v Mike Jackson,Welterweight,Submission,1,00:45,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,0,45,mickey-gall-v-mike-jackson,UFC Fight Night: Hendricks vs Thompson,"February 06, 2016","Las Vegas, Nevada, USA",ufc-fight-night-hendricks-vs-thompson,06/02/2016,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-hendricks-vs-thompson-1372/mickey-gall-v-mike-jackson-12397/,Mickey Gall
